fin	5413380
sme	20000
fra	76096430
ukr	32600000
san	208100
heb	4380000
uig	10100000
vie	65800000
ita	57700000
mlt	393000
ind	23195070
cmn	897902930
bre	206000
lat	0
lav	1802460
fao	69000
hrv	5256400
cop	0
tha	20548550
cat	4105420
spa	436667750
nob	5080000
nno	5080000
amh	21821520
srp	6340000
yor	19043700
ces	10677190
lit	2800000
kaz	9980000
jpn	128193360
rus	153612510
bel	2230000
urd	69050130
swe	9244250
bam	4096380
slv	2104630
slk	5149000
gle	167940
glg	2340000
mar	71775760
tur	71083170
hye	2960000
deu	76813820
pcm	30000000
kom	219100
kor	48400000
chu	0
afr	7218390
eus	468000
dan	5380000
est	1217540
bul	7020000
bua	329100
kur	25353230
eng	371959910
ell	13077490
hsb	13300
ron	24150840
yue	72893210
hun	9840000
nld	15700000
por	218765470
pol	40441370
wbp	2510
fas	61929420
tel	74244300
hin	260129750
ara	40000000
tgl	24628290
swl	10000
grc	0
tam	67965790
myv	36700
fro	0
akk	0
got	0
