0.15 & 0.00 \\ 
0.20 & 0.00 \\ 
0.26 & 0.01 \\ 
0.29 & 0.01 \\ 
0.33 & 0.01 \\ 
0.36 & 0.01 \\ 
0.38 & 0.02 \\ 
0.40 & 0.02 \\ 
0.42 & 0.02 \\ 
0.44 & 0.02 \\ 
0.45 & 0.02 \\ 
0.46 & 0.03 \\ 
0.47 & 0.03 \\ 
0.48 & 0.03 \\ 
0.49 & 0.03 \\ 
0.50 & 0.03 \\ 
0.51 & 0.03 \\ 
0.52 & 0.04 \\ 
0.53 & 0.04 \\ 
0.54 & 0.04 \\ 
0.55 & 0.04 \\ 
0.56 & 0.05 \\ 
0.57 & 0.05 \\ 
0.58 & 0.05 \\ 
0.59 & 0.05 \\ 
0.60 & 0.06 \\ 
0.61 & 0.06 \\ 
0.62 & 0.06 \\ 
0.62 & 0.07 \\ 
0.63 & 0.07 \\ 
0.64 & 0.07 \\ 
0.65 & 0.07 \\ 
0.65 & 0.08 \\ 
0.66 & 0.08 \\ 
0.67 & 0.08 \\ 
0.67 & 0.09 \\ 
0.68 & 0.09 \\ 
0.69 & 0.09 \\ 
0.69 & 0.10 \\ 
0.70 & 0.10 \\ 
0.70 & 0.11 \\ 
0.71 & 0.11 \\ 
0.72 & 0.12 \\ 
0.73 & 0.12 \\ 
0.73 & 0.13 \\ 
0.73 & 0.14 \\ 
0.74 & 0.14 \\ 
0.74 & 0.15 \\ 
0.75 & 0.15 \\ 
0.75 & 0.16 \\ 
0.75 & 0.17 \\ 
0.76 & 0.17 \\ 
0.76 & 0.18 \\ 
0.76 & 0.19 \\ 
0.77 & 0.19 \\ 
0.77 & 0.20 \\ 
0.77 & 0.21 \\ 
0.78 & 0.21 \\ 
0.78 & 0.22 \\ 
0.78 & 0.23 \\ 
0.78 & 0.24 \\ 
0.78 & 0.25 \\ 
0.78 & 0.26 \\ 
0.79 & 0.26 \\ 
0.79 & 0.27 \\ 
0.79 & 0.28 \\ 
0.79 & 0.29 \\ 
0.79 & 0.30 \\ 
0.79 & 0.31 \\ 
0.79 & 0.32 \\ 
0.79 & 0.33 \\ 
0.79 & 0.34 \\ 
0.79 & 0.35 \\ 
0.79 & 0.36 \\ 
0.80 & 0.36 \\ 
0.80 & 0.37 \\ 
0.80 & 0.38 \\ 
0.80 & 0.39 \\ 
0.80 & 0.40 \\ 
0.80 & 0.41 \\ 
0.80 & 0.42 \\ 
0.80 & 0.43 \\ 
0.80 & 0.44 \\ 
0.80 & 0.45 \\ 
0.80 & 0.46 \\ 
0.80 & 0.47 \\ 
0.80 & 0.48 \\ 
0.80 & 0.49 \\ 
0.80 & 0.50 \\ 
0.80 & 0.51 \\ 
0.80 & 0.52 \\ 
0.80 & 0.53 \\ 
0.80 & 0.54 \\ 
0.80 & 0.55 \\ 
0.80 & 0.56 \\ 
0.80 & 0.57 \\ 
0.80 & 0.58 \\ 
0.80 & 0.59 \\ 
0.80 & 0.60 \\ 
0.80 & 0.61 \\ 
0.80 & 0.62 \\ 
0.80 & 0.63 \\ 
0.80 & 0.64 \\ 
0.80 & 0.65 \\ 
0.80 & 0.66 \\ 
0.80 & 0.67 \\ 
0.80 & 0.68 \\ 
0.80 & 0.69 \\ 
0.80 & 0.70 \\ 
0.80 & 0.71 \\ 
0.80 & 0.72 \\ 
0.80 & 0.73 \\ 
0.80 & 0.74 \\ 
0.80 & 0.75 \\ 
0.80 & 0.76 \\ 
0.80 & 0.77 \\ 
0.80 & 0.78 \\ 
0.80 & 0.79 \\ 
0.80 & 0.80 \\ 
